"","Идентификатор","Комнатность","Новостройка","Метро.Район","Время.до.метро","Улица","Дом","Этаж","Площадь.общая","Площадь.жилая","Площадь.кухни","Цена.в.руб.","Цена.в.долл.","Цена.в.евро","Источник.получения","Дата.объявления","Контакты","На.сайте","Описание"
"523",23237537,"05.май","Нет","Маяковская",NA,"Фадеева","4","07.окт",177.65,"",NA,79607000,2262848,1670983,"Усадьба (Миэль)","02.10.2013 5:20","Тел.: (495) 777-07-70, http://usadba.ru","http://usadba.ru/city_sale/apartment/tverskaya/6826.html","Квартира 5-комн., общ.пл.-177,65, жил.пл.-?, кухня-?, метро или район:Маяковская, адрес:Москва, Фадеева, 4, этаж/этажность -7/10, 5-комнатная квартира 177,85 кв.м. свободной планировки в ЖК «Итальянский квартал». «Итальянский Квартал» – комплекс элитных особняков, расположенный в центре Москвы, в двух километрах от Кремля. Это семь одновременно строящихся особняков в классическом стиле, сгруппированных вокруг трех больших пешеходных внутренних дворов, с подземным паркингом, клубным сервисом  ..."
"524",23787129,"04.апр","Нет","Смоленская","7п","Новоконюшенный пер","11","07.дек",111,"67,4",12,8e+07,2335084,1724326,"ИНКОМ-Недвижимость","30.11.2013 12:20","Тел.: +7(495)363-04-33, mailto:mk_kr@incom.ru","http://www.incom.ru/sale-realty/flats/lot/?L=вт-0235052&ir=bazaincom","Квартира 4-комн., общ.пл.-111.00, жил.пл.-67.40, кухня-12.00, метро или район:Смоленская, 7 мин. п, адрес:Москва, Новоконюшенный пер, 11, этаж/этажность -7/12, балкон:Б, санузел-разд., Лот: вт-0235052, отличный подъезд, дом высшей катергории совмина ссср, огороженный двор с парковкой Содействие в получении специальных условий и преференций по ипотеке., Цена:80 млн. руб.|2.335084 млн.$|1.724326 млн. евро"
"525",23075984,"04.апр","Нет","Смоленская","10п","Власьевский Б. пер","12","04.июл",136,"78,1",14.3,8e+07,2335084,1724326,"ИНКОМ-Недвижимость","13.09.2013 15:50","Тел.: +7(495)363-04-33, mailto:mk_kr@incom.ru","http://www.incom.ru/sale-realty/flats/lot/?L=вт-0242085&ir=bazaincom","Квартира 4-комн., общ.пл.-136.00, жил.пл.-78.10, кухня-14.30, метро или район:Смоленская, 10 мин. п, адрес:Москва, Власьевский Б. пер, 12, этаж/этажность -4/7, балкон:2Л, телефон-ЕСТЬ, санузел-разд., Лот: вт-0242085, дом совмина рсфср, 3 с/узла, 2 кладовых, всроенные шкафы, окна на 3 стороны, 2 лоджии, солидные спокойные соседи Содействие в получении специальных условий и преференций по ипотеке., Цена:80 млн. руб.|2.335084 млн.$|1.724326 млн. евро"
"526",24006284,"3","Нет","Арбатская","10п","Кривоарбатский пер","16/22","07.авг",100,"0",NA,80914000,2300000,1698418,"CENTURY 21","22.01.2014 6:20","Тел.: +7(916)044-88-09, http://http://elvert.c21russia.com/, mailto:ekaterina.sapozhnikova@c21russia.com","","Квартира 3-комн., общ.пл.-100.00, жил.пл.-0.00, кухня-?, метро или район:Арбатская, 10 мин. п, адрес:Москва, Кривоарбатский пер, 16/22, этаж/этажность -7/8, Цена:2.3 млн.$"
"527",24043113,"2","Нет","Полянка",NA,"Малая Полянка ул. д. 2 ЖК ""Онегин""","","05.ноя",88.6,"",NA,80936100,2300628,1698882,"Н&Ц","31.01.2014 4:35","Тел.: 8-903-363-8152","","Квартира 2-комн., общ.пл.-88.6, жил.пл.-?, кухня-?, метро или район:Полянка, адрес:Москва, Малая Полянка ул. д. 2 ЖК ""Онегин"", , этаж/этажность -5/11, отд. в стиле арт деко. Инфр. : бассейн, фитнес, салон красоты, подз. паркинг., Цена:80.9361 млн. руб."
"528",21526624,"04.апр","Нет","Маяковская","10п","Трехпрудный пер","3","02.апр",181.6,"78,5",40,8.1e+07,2364273,1745880,"ИНКОМ-Недвижимость","10.04.2013 12:50","Тел.: +7(495)363-04-33, mailto:mk_kr@incom.ru","http://www.incom.ru/sale-realty/flats/lot/?L=вт-0232059&ir=bazaincom","Квартира 4-комн., общ.пл.-181.60, жил.пл.-78.50, кухня-40.00, метро или район:Маяковская, 10 мин. п, адрес:Москва, Трехпрудный пер, 3, этаж/этажность -2/4, телефон-ЕСТЬ, санузел-2 с/у, Лот: вт-0232059, высота потолков 3,8 м.кв., дизайнерский ремонт, камин, кухня-гостинная, новая кирпичная кладка межкомнатных стен, воздухоотводы, замена труб и батарей, проводки, в доме 6 квартир, дом 1903 года постройки, после полной реконструкции 1996 года, собственность более 3-х лет, рядом Патриаршие пруды ..."
"529",20513648,"02.фев","Нет","Полянка",NA,"Большая Полянка","2","07.окт",117.5,"",NA,81592000,2319272,1712649,"Усадьба (Миэль)","18.12.2012 9:05","Тел.: (495) 777-07-70, http://usadba.ru, mailto:ufimtsev@usadba.ru","http://usadba.ru/city_sale/apartment/zamoskvoreche/6253.html","Квартира 2-комн., общ.пл.-117.5, жил.пл.-?, кухня-?, метро или район:Полянка, адрес:Москва, Большая Полянка, 2, этаж/этажность -7/10, Видовая квартира без отделки в ЖК ""Онегинъ"". Жилой комплекс ""Онегинъ"" - это консерватизм, уважение к традициям, сдержанность, строгость и элегантность. Он представляет собой современный жилой комплекс в историческом центре Москвы. Элегантное здание ЖК Онегин вмещает в себя широчайший набор жилых помещений на самый взыскательный вкус. Дом расположен в одном из  ..."
"530",24013660,"4","Нет","Сретенский бульвар","10п","Покровка","9","05.май",150,"0",NA,8.2e+07,2330869,1721213,"CENTURY 21","22.01.2014 6:35","Тел.: +7(903)135-64-46, http://http://panorama.c21russia.com/, mailto:a.belagurov@c21russia.com","","Квартира 4-комн., общ.пл.-150.00, жил.пл.-0.00, кухня-?, метро или район:Сретенский бульвар, 10 мин. п, адрес:Москва, Покровка, 9/2, этаж/этажность -5/5, Просторная квартира 150 кв.м., в доме клубного типа, под чистовую отделку. Дом удачно расположен в тихом и спокойном дворе с охраняемой, облагороженной территорией, детской площадкой и парковкой на 20 машин. В холлах дома: стены отделаны венецианской штукатуркой, потолки декорированы витражами, кованые перила, лифты. Квартира в собственност ..."
"531",20759153,"03.мар","Нет","Чистые пруды","5п","Казарменный пер.","3","03.окт",155.6,"98",18,82110120,2334000,1723525,"ООО ""ЛюксДом""","17.01.2013 14:35","Тел.: 231-4400, http://www.luxdom.ru, mailto:info@luxdom.ru","http://www.luxdom.ru/object.php?objectID=EL721/&sa=buy","Квартира 3-комн., общ.пл.-155.6, жил.пл.-98, кухня-18, метро или район:Чистые пруды, 5 мин. п, адрес:Москва, Казарменный пер., 3, этаж/этажность -3/10, ЖК ""Дом на Покровском бульваре"", дом класса Де Люкс. Квартира без отделки, свободной планировки, квартира двухсторонняя - панорамные окна от пола до потолка. На площадке 2 квартиры. Балкон. Огороженная, охраняемая территория. Двухуровневый подземный паркинг. Презентабельные холлы. Во внутреннем дворе проведено комплексное благоустройство и оз ..."
"532",24042579,"4","Нет","Пушкинская",NA,"Палашевский Б.","1","05.май",134,"",NA,82500000,2345082,1731708,"Н&Ц","31.01.2014 4:35","Тел.: 8-495-509-6734","","Квартира 4-комн., общ.пл.-134, жил.пл.-?, кухня-?, метро или район:Пушкинская, адрес:Москва, Палашевский Б., 1, этаж/этажность -5/5, лифт, ж/б перекрытия, потолки 3.4 м. Старинный особняк после полной реконструкции., Цена:82.5 млн. руб."
"533",21558258,"03.мар","Нет","Смоленская","5п","Ружейный пер.","3","14/15",120,"75,6",16,82673000,2350000,1735340,"ООО ""ЛюксДом""","13.04.2013 5:20","Тел.: 231-4400, http://www.luxdom.ru, mailto:info@luxdom.ru","http://www.luxdom.ru/object.php?objectID=EL209/&sa=buy","Квартира 3-комн., общ.пл.-120, жил.пл.-75.6, кухня-16, метро или район:Смоленская, 5 мин. п, адрес:Москва, Ружейный пер., 3, этаж/этажность -14/15, ЖК ""Смоленская застава"". Шикарная квартира с дорогим, высококачественным ремонтом в спокойном классическом стиле. Потрясающие виды на Москву. В квартире никто не жил, ремонт делали для себя. Встроенная мебель. Отлично спланирована: большая зона кухни-гостиной, 2 спальни, 2 санузла, гардеробная, большой балкон. В комплексе размещен ряд объектов со ..."
"534",23227293,"04.апр","Нет","Новокузнецкая","10п","Озерковская наб.","26","06.июл",157.4,"88,1",18,83024800,2360000,1742724,"ООО ""ЛюксДом""","01.10.2013 5:35","Тел.: 231-4400, http://www.luxdom.ru, mailto:info@luxdom.ru","http://www.luxdom.ru/object.php?objectID=EL569/&sa=buy","Квартира 4-комн., общ.пл.-157.4, жил.пл.-88.1, кухня-18, метро или район:Новокузнецкая, 10 мин. п, адрес:Москва, Озерковская наб., 26, этаж/этажность -6/7, ЖК «Аквамарин». Квартира без отделки правильной планировки, с большой лоджией. Виды во дворик и в переулок. Из квартиры предусмотрен выход на эксплуатируемую кровлю общей площадью 95 метров. На кровле можно строить спальни, гардеробные, санузлы, возможны потолки 3,5 м. Современный элитный жилой комплекс на 114 квартир ,находящийся в истор ..."
"535",23995397,"2","Нет","Арбатская","10п","переулок Староконюшенный","45","02.июн",112,"0",NA,83250620,2366419,1747464,"CENTURY 21","22.01.2014 6:20","Тел.: +7(916)044-88-09, http://http://elvert.c21russia.com/, mailto:ekaterina.sapozhnikova@c21russia.com","","Квартира 2-комн., общ.пл.-112.00, жил.пл.-0.00, кухня-?, метро или район:Арбатская, 10 мин. п, адрес:Москва, переулок Староконюшенный, 45, этаж/этажность -2/6, КЛУБНЫЙ ДОМ НА АРБАТЕ!Дом на 12 квартир, 6 этажей, монолит-кирпич, индивидуальный проект. Квартиры От 73,5 до 185,1 кв.м, свободная планировка,машиноместа 4 500 000 р., высота потолков 3,4 мУНИКАЛЬНЫЙ ДОМ! Дом рассчитан на проживание всего 12 семей. Подземный паркинг для 22 машиномест (6х2,7 м) для автомобилей жильцов дома. Эксклюзивн ..."
"536",20759154,"03.мар","Нет","Чистые пруды","5п","Казарменный пер.","3","03.окт",159.2,"100,3",18,84009840,2388000,1763401,"ООО ""ЛюксДом""","17.01.2013 14:35","Тел.: 231-4400, http://www.luxdom.ru, mailto:info@luxdom.ru","http://www.luxdom.ru/object.php?objectID=EL721/&sa=buy","Квартира 3-комн., общ.пл.-159.2, жил.пл.-100.3, кухня-18, метро или район:Чистые пруды, 5 мин. п, адрес:Москва, Казарменный пер., 3, этаж/этажность -3/10, ЖК ""Дом на Покровском бульваре"", дом класса Де Люкс. Квартира без отделки, свободной планировки, квартира двухсторонняя - панорамные окна от пола до потолка. На площадке 2 квартиры. Балкон. Огороженная, охраняемая территория. Двухуровневый подземный паркинг. Презентабельные холлы. Во внутреннем дворе проведено комплексное благоустройство и ..."
"537",23862019,"03.мар","Нет","Пушкинская","5п","Хлыновский туп.","4","04.июл",122.5,"77,2",16,84036225,2388750,1763954,"ООО ""ЛюксДом""","17.12.2013 18:35","Тел.: 231-4400, http://www.luxdom.ru, mailto:info@luxdom.ru","http://www.luxdom.ru/object.php?objectID=EL1004&sa=buy","Квартира 3-комн., общ.пл.-122.5, жил.пл.-77.2, кухня-16, метро или район:Пушкинская, 5 мин. п, адрес:Москва, Хлыновский туп., 4, этаж/этажность -4/7, ЖК ""Грин Плаза"". Новый клубный дом класса Де-Люкс на 30 квартир. Классическая архитектура с оригинальными фасадными композициями. Многоуровневая система безопасности, профессиональная охрана, презентабельная входная группа, отделка вестибюлей и лифтовых холлов мрамором. Благоустроенная территория. Двухсторонняя квартира без отделки, свободной п ..."
"538",20517282,"01.янв","Нет","Маяковская",NA,"Большая Грузинская","69-71","07.окт",173.1,"",NA,84193000,2393206,1767245,"Усадьба (Миэль)","18.12.2012 9:05","Тел.: (495) 777-07-70, http://usadba.ru, mailto:nat-nem4aninova@usadba.ru","http://usadba.ru/city_sale/apartment/krasnaya-presnya/6958.html","Квартира 1-комн., общ.пл.-173.1, жил.пл.-?, кухня-?, метро или район:Маяковская, адрес:Москва, Большая Грузинская, 69-71, этаж/этажность -7/10, Квартира 173.1 кв.м свободной под отделку в МЖК ""Четыре ветра"". Панорамное остекление, возможность размещения от 3 до 5 комнат. 1 м/м в подземном паркинге - 150 000 $. Инфраструктура а включает: салон красоты, фитнес-центр с бассейном, супермаркет, который доставит покупки к двери апартаментов, кофейня, магазин подарков класса люкс. Благоустроенный в ..."
"539",23553208,"02.фев","Нет","Цветной бульвар","5п","Петровский б-р","21","04.июн",109,"77,4",16,84432000,2400000,1772262,"ООО ""ЛюксДом""","28.10.2013 19:20","Тел.: 231-4400, http://www.luxdom.ru, mailto:info@luxdom.ru","http://www.luxdom.ru/object.php?objectID=EL1341&sa=buy","Квартира 2-комн., общ.пл.-109, жил.пл.-77.4, кухня-16, метро или район:Цветной бульвар, 5 мин. п, адрес:Москва, Петровский б-р, 21, этаж/этажность -4/6, Квартира без отделки, свободной планировки в новом клубном доме класса Де люкс. Квартира линейная с красивыми панорамными окнами с видом на сквер и выходом на террасу 40 кв.м. Престижная входная группа, охраняемая территория, центральное кондиционирование, красивый зеленый двор. Есть возможность приобрести 2-3 машино-места в двухуровневом по ..."
"540",24043217,"3","Нет","Чистые пруды",NA,"Подсосенский пер. д. 3 ""Резиденция Чистые Пруды""","","04.авг",105.1,"",NA,84868250,2412400,1781419,"Н&Ц","31.01.2014 4:35","Тел.: 8-985-991-6067","","Квартира 3-комн., общ.пл.-105.1, жил.пл.-?, кухня-?, метро или район:Чистые пруды, адрес:Москва, Подсосенский пер. д. 3 ""Резиденция Чистые Пруды"", , этаж/этажность -4/8, с разв. инфр. Без отделки. Закрытый охраняемый внутренний двор. Подз. Паркинг., Цена:84.86825 млн. руб."
"541",23686805,"05.май","Нет","Кропоткинская","3п","Волхонка","07.июн","04.апр",138,"92",12,84999000,2416117,1784163,"Ризолит на Белорус.","09.11.2013 5:35","Тел.: (495) 925-8825, mailto:info@9258825.ru","http://9258825.ru/realty/viewRealtyFlat.act?realtyObjectId=1894638","Квартира 5-комн., общ.пл.-138.0, жил.пл.-92.0, кухня-12.0, метро или район:Кропоткинская, 3 мин. п, адрес:Москва, Волхонка, 7/6, этаж/этажность -4/4, Уникальная квартира, не имеющая аналогов на московском рынке недвижимости. Расположена в бывшем доходном доме купца Лобачева. Дом построен по индивидуальному проекту известного архитектора Лазарева Н. Г. в 1905 году и располагается в пределах "" золотой мили"", на расстоянии 350 м. от Кремля и 350 м. от Храма Христа Спасителя. Из окон с одной сто ..."
"542",23686804,"05.май","Нет","Кропоткинская","3п","Ленивка","06.июл","04.апр",138,"92",12,84999000,2416117,1784163,"Ризолит на Белорус.","09.11.2013 5:35","Тел.: (495) 925-8825, mailto:info@9258825.ru","http://9258825.ru/realty/viewRealtyFlat.act?realtyObjectId=1894637","Квартира 5-комн., общ.пл.-138.0, жил.пл.-92.0, кухня-12.0, метро или район:Кропоткинская, 3 мин. п, адрес:Москва, Ленивка, 6/7, этаж/этажность -4/4, Уникальная квартира, не имеющая аналогов на московском рынке недвижимости. Расположена в бывшем доходном доме купца Лобачева. Дом построен по индивидуальному проекту известного архитектора Лазарева Н. Г. в 1905 году и располагается в пределах "" золотой мили"", на расстоянии 350 м. от Кремля и 350 м. от Храма Христа Спасителя. Из окон с одной стор ..."
"543",23693999,"05.май","Нет","Чеховская","10п","Дмитровка Б.","20","03.май",150.3,"109,6",10.9,8.5e+07,2416145,1784184,"Миэль.(Черемушки)","12.11.2013 12:20","Тел.: +7 (495) 620-92-80, http://miel.ru","http://cheremushki.miel.ru/object/12262","Квартира 5-комн., общ.пл.-150.3, жил.пл.-109.6, кухня-10.9, метро или район:Чеховская, 10 мин. п, адрес:Москва, Дмитровка Б., 20, этаж/этажность -3/5, телефон-ЕСТЬ, санузел-2 с/у, Перекрытия ЖБ, окна на две сторны во двор. ДКП более 3-х лет. Дизайнерский узаконенный ремонт с использованием натуральных материалов (никто не жил), два санузла, встроенная кухня, бытовая техника SIEMENS, плита электро+газ, две тел.линии, интернет, кондиционеры, шкафы- купе, видеонаблюдение. Тихий двор, охраняемый ..."
"544",23644962,"05.май","Нет","Трубная","5п","Сергиевский Большой пер","7","6/?",180,"150",20,8.5e+07,2416145,1784184,"Бест.Центр Заг.Недв.","06.11.2013 10:05","Тел.: +7-916-740-14-07, http://http://www.9256601.ru/item12216.html, mailto:dom@9256601.ru","","Квартира 5-комн., общ.пл.-180, жил.пл.-150, кухня-20, метро или район:Трубная, 5 мин. п, адрес:Москва, Сергиевский Большой пер, 7, этаж/этажность -6/?, телефон-ЕСТЬ, санузел-3 с/у, Лот N 12216. Продаю. м. Трубная, Большой Сергиевский переулок, дом 7. Пятикомнатная квартира. Общ. пл. 180 кв.м. Жилая 152 кв.м. Кухня 20 кв.м. Комнаты изолир: 35+35+25+25+20+12(темная комната - гардеробная). Три санузла. Потолки 3,0 м. Евроремонт. Встроенная мебель, импортная бытовая техника. Дом после реконструк ..."
"545",23408675,"03.мар","Нет","Смоленская","5п","Ружейный пер.","3","дек.16",138.1,"87",16,85021265,2416750,1784631,"ООО ""ЛюксДом""","14.10.2013 17:05","Тел.: 231-4400, http://www.luxdom.ru, mailto:info@luxdom.ru","http://www.luxdom.ru/object.php?objectID=EL209/&sa=buy","Квартира 3-комн., общ.пл.-138.1, жил.пл.-87, кухня-16, метро или район:Смоленская, 5 мин. п, адрес:Москва, Ружейный пер., 3, этаж/этажность -12/16, ЖК ""Смоленская застава"". Квартира без отделки. Окна на 2 стороны, панорамные виды на центр Москвы, МИД, Храм Христа Спасителя. В квартире 6 окон, большой балкон. Возможно спланировать 4 комнаты. В собственности более 3 лет. В комплексе размещен ряд объектов социальной инфраструктуры, детский сад. В центральной части комплекса расположился простор ..."
"546",24043332,"4","Нет","Новокузнецкая",NA,"Б. Татарская ул. д. 13 ЖК ""Четыре Солнца""","","06.авг",160,"",NA,85800000,2438885,1800977,"Н&Ц","31.01.2014 4:35","Тел.: 8-925-506-7713","","Квартира 4-комн., общ.пл.-160, жил.пл.-?, кухня-?, метро или район:Новокузнецкая, адрес:Москва, Б. Татарская ул. д. 13 ЖК ""Четыре Солнца"", , этаж/этажность -6/8,  Без отделки. По плану: 3 спальни, 3 с/у. Балкон 5. кв. м. Окна во двор., Цена:85.8 млн. руб."
"547",22385906,"03.мар","Нет","Чистые пруды","5п","Казарменный пер.","3","03.окт",162.7,"102,5",18,85856790,2440500,1802169,"ООО ""ЛюксДом""","02.07.2013 19:20","Тел.: 231-4400, http://www.luxdom.ru, mailto:info@luxdom.ru","http://www.luxdom.ru/object.php?objectID=EL721/&sa=buy","Квартира 3-комн., общ.пл.-162.7, жил.пл.-102.5, кухня-18, метро или район:Чистые пруды, 5 мин. п, адрес:Москва, Казарменный пер., 3, этаж/этажность -3/10, ЖК ""Дом на Покровском бульваре"", дом класса Де Люкс. Квартира без отделки, свободной планировки, квартира двухсторонняя - панорамные окна от пола до потолка. На площадке 2 квартиры. Балкон. Огороженная, охраняемая территория. Двухуровневый подземный паркинг. Презентабельные холлы. Во внутреннем дворе проведено комплексное благоустройство и ..."
"548",22661016,"05.май","Нет","Чистые пруды",NA,"Чистопрудный б-р","11","05.июн",175,"",28,86350000,2454519,1812522,"Усадьба (Миэль)","26.07.2013 5:50","Тел.: (495) 777-07-70, http://usadba.ru, mailto:lashko@usadba.ru","http://usadba.ru/city_sale/apartment/chistie-prudi-kitay-gorod/7568.html","Квартира 5-комн., общ.пл.-175, жил.пл.-?, кухня-28, метро или район:Чистые пруды, адрес:Москва, Чистопрудный б-р, 11, этаж/этажность -5/6, санузел-2 с/у, 2-уровневая квартира 175 кв.м. в историческом малоквартирном доме после полной реконструкции. Выполнен качественный ремонт в классическом стиле. Четыре спальни, два санузла, кухня-столовая-гостиная. Два машиноместа в закрытом охраняемом дворе., Цена:86.35 млн. руб."
"549",23237536,"01.янв","Нет","Маяковская",NA,"Фадеева","4","08.июл",58.71,"",NA,86600000,2461625,1817769,"Усадьба (Миэль)","02.10.2013 5:20","Тел.: (495) 777-07-70, http://usadba.ru","http://usadba.ru/city_sale/apartment/tverskaya/6820.html","Квартира 1-комн., общ.пл.-58,71, жил.пл.-?, кухня-?, метро или район:Маяковская, адрес:Москва, Фадеева, 4, этаж/этажность -8/7, Однакомнатная квартира 58,71 кв.м. свободной планировки в ЖК «Итальянский квартал». «Итальянский Квартал» – комплекс элитных особняков, расположенный в центре Москвы, в двух километрах от Кремля. Это семь одновременно строящихся особняков в классическом стиле, сгруппированных вокруг трех больших пешеходных внутренних дворов, с подземным паркингом, клубным сервисом и ..."
"550",20759316,"04.апр","Нет","Маяковская","5п","Грузинская Б.","69","05.окт",177.8,"99,6",18,87570056,2489200,1838131,"ООО ""ЛюксДом""","17.01.2013 14:35","Тел.: 231-4400, http://www.luxdom.ru, mailto:info@luxdom.ru","http://www.luxdom.ru/object.php?objectID=EL811/&sa=buy","Квартира 4-комн., общ.пл.-177.8, жил.пл.-99.6, кухня-18, метро или район:Маяковская, 5 мин. п, адрес:Москва, Грузинская Б., 69, этаж/этажность -5/10, Сногшибательна, тиха, уютна и в самом центре столицы! Квартира свободной планировки, без отделки. Угловая, есть балкон, окна во жвор. ЖК ""Четыре ветра"" - элитный жилой комплекс в районе тверских улочек деловой Москвы. Комплекс оснащен центральным кондиционированием, системой очистки воды, все окна в комплексе панорамные – от пола до потолка. Вы ..."
"551",24001802,"3","Нет","Чистые пруды","10п","бульвар Покровский","3","06.окт",156,"0",NA,87914820,2499000,1845368,"CENTURY 21","22.01.2014 6:20","Тел.: +7(917)527-47-43, http://http://zapad.c21russia.com/, mailto:e.skomorovsky@c21russia.com","","Квартира 3-комн., общ.пл.-156.00, жил.пл.-0.00, кухня-?, метро или район:Чистые пруды, 10 мин. п, адрес:Москва, бульвар Покровский, 3/5, этаж/этажность -6/10, Новый элитный комплекс «Дом на Покровском бульваре»- это комплекс с огороженной территорией, вокруг комплекса растут великолепные деревья, на территории комплекса есть подземная парковка. Многоуровневая система безопасности. Дом находится в тихом переулке старой Москвы, рядом с Покровским бульваром., Цена:2.499 млн.$"
"552",24001605,"3","Нет","Чистые пруды","10п","бульвар Покровский","3","08.сен",156,"0",NA,87914820,2499000,1845368,"CENTURY 21","22.01.2014 6:20","Тел.: +7(917)527-47-43, http://http://zapad.c21russia.com/, mailto:e.skomorovsky@c21russia.com","","Квартира 3-комн., общ.пл.-156.00, жил.пл.-0.00, кухня-?, метро или район:Чистые пруды, 10 мин. п, адрес:Москва, бульвар Покровский, 3/5, этаж/этажность -8/9, Жилой комплекс класса делюкс! Квартира в свободной планировке, в собственности! Подробную информацию смотрите на сайте apokrovskom.ru/, Цена:2.499 млн.$"
"553",24000296,"3","Нет","Чистые пруды","10п","бульвар Покровский","3","06.окт",156,"0",NA,87914820,2499000,1845368,"CENTURY 21","22.01.2014 6:20","Тел.: +7(917)527-47-43, http://http://zapad.c21russia.com/, mailto:e.skomorovsky@c21russia.com","","Квартира 3-комн., общ.пл.-156.00, жил.пл.-0.00, кухня-?, метро или район:Чистые пруды, 10 мин. п, адрес:Москва, бульвар Покровский, 3, этаж/этажность -6/10, ЖК Дом на Покровском бульваре! Квартира в собственности, свободная планировка, три стояка, окна панорамные, распашонка! Подробную информацию смотрите на сайте, Цена:2.499 млн.$"
"554",24002360,"3","Нет","Чистые пруды","10п","бульвар Покровский","3","08.сен",156,"0",NA,87914820,2499000,1845368,"CENTURY 21","22.01.2014 6:20","Тел.: +7(917)527-47-43, http://http://zapad.c21russia.com/, mailto:e.skomorovsky@c21russia.com","","Квартира 3-комн., общ.пл.-156.00, жил.пл.-0.00, кухня-?, метро или район:Чистые пруды, 10 мин. п, адрес:Москва, бульвар Покровский, 3/5, этаж/этажность -8/9, Жилой комплекс класса делюкс! Квартира в свободной планировке, в собственности! Подробную информацию смотрите на сайте apokrovskom.ru/, Цена:2.499 млн.$"
"555",24002457,"3","Нет","Чистые пруды","10п","бульвар Покровский","3","06.окт",156,"0",NA,87914820,2499000,1845368,"CENTURY 21","22.01.2014 6:20","Тел.: +7(917)527-47-43, http://http://zapad.c21russia.com/, mailto:e.skomorovsky@c21russia.com","","Квартира 3-комн., общ.пл.-156.00, жил.пл.-0.00, кухня-?, метро или район:Чистые пруды, 10 мин. п, адрес:Москва, бульвар Покровский, 3/5, этаж/этажность -6/10, Квартира в собственности! Новый элитный комплекс «Дом на Покровском бульваре»- это комплекс с огороженной территорией, вокруг комплекса растут великолепные деревья, на территории комплекса есть подземная парковка. Многоуровневая система безопасности. Дом находится в тихом переулке старой Москвы, рядом с Покровским бульваром., Цена:2.49 ..."
"556",24002460,"3","Нет","Чистые пруды","10п","бульвар Покровский","3","06.окт",156,"0",NA,87914820,2499000,1845368,"CENTURY 21","22.01.2014 6:20","Тел.: +7(917)527-47-43, http://http://zapad.c21russia.com/, mailto:e.skomorovsky@c21russia.com","","Квартира 3-комн., общ.пл.-156.00, жил.пл.-0.00, кухня-?, метро или район:Чистые пруды, 10 мин. п, адрес:Москва, бульвар Покровский, 3/5, этаж/этажность -6/10, Квартира в собственности! В доме использованы современные технологии! Новый элитный комплекс «Дом на Покровском бульваре»- это комплекс с огороженной территорией, вокруг комплекса растут великолепные деревья, на территории комплекса есть подземная парковка. Многоуровневая система безопасности. Дом находится в тихом переулке старой Моск ..."
"557",24001803,"3","Нет","Чистые пруды","10п","бульвар Покровский","3","06.окт",156,"0",NA,87914820,2499000,1845368,"CENTURY 21","22.01.2014 6:20","Тел.: +7(917)527-47-43, http://http://zapad.c21russia.com/, mailto:e.skomorovsky@c21russia.com","","Квартира 3-комн., общ.пл.-156.00, жил.пл.-0.00, кухня-?, метро или район:Чистые пруды, 10 мин. п, адрес:Москва, бульвар Покровский, 3/5, этаж/этажность -6/10, Квартира в собственности! Новый элитный комплекс «Дом на Покровском бульваре»- это комплекс с огороженной территорией, вокруг комплекса растут великолепные деревья, на территории комплекса есть подземная парковка. Многоуровневая система безопасности. Дом находится в тихом переулке старой Москвы, рядом с Покровским бульваром., Цена:2.49 ..."
"558",24001804,"3","Нет","Чистые пруды","10п","бульвар Покровский","3","06.окт",156,"0",NA,87914820,2499000,1845368,"CENTURY 21","22.01.2014 6:20","Тел.: +7(917)527-47-43, http://http://zapad.c21russia.com/, mailto:e.skomorovsky@c21russia.com","","Квартира 3-комн., общ.пл.-156.00, жил.пл.-0.00, кухня-?, метро или район:Чистые пруды, 10 мин. п, адрес:Москва, бульвар Покровский, 3/5, этаж/этажность -6/10, Квартира в собственности! В доме использованы современные технологии! Новый элитный комплекс «Дом на Покровском бульваре»- это комплекс с огороженной территорией, вокруг комплекса растут великолепные деревья, на территории комплекса есть подземная парковка. Многоуровневая система безопасности. Дом находится в тихом переулке старой Моск ..."
"559",24002357,"3","Нет","Чистые пруды","10п","бульвар Покровский","3","06.окт",156,"0",NA,87914820,2499000,1845368,"CENTURY 21","22.01.2014 6:20","Тел.: +7(917)527-47-43, http://http://zapad.c21russia.com/, mailto:e.skomorovsky@c21russia.com","","Квартира 3-комн., общ.пл.-156.00, жил.пл.-0.00, кухня-?, метро или район:Чистые пруды, 10 мин. п, адрес:Москва, бульвар Покровский, 3, этаж/этажность -6/10, ЖК Дом на Покровском бульваре! Квартира в собственности, свободная планировка, три стояка, окна панорамные, распашонка! Подробную информацию смотрите на сайте, Цена:2.499 млн.$"
